"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"NMFC","2026","2011-05-20","2019-06-10","32","2011-08-11","2019-05-06"
"NMFX","173","2018-09-28","2019-06-07","0","NULL","NULL"
"NMI","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NMIH","1407","2013-11-08","2019-06-13","22","2014-03-10","2019-05-01"
"NML","1560","2013-03-26","2019-06-05","0","NULL","NULL"
"NMM","2912","2007-11-13","2019-06-10","40","2009-07-28","2019-05-06"
"NMR","5393","1998-01-02","2019-06-10","37","2009-10-28","2019-04-25"
"NMRD","538","2016-03-04","2019-06-07","0","NULL","NULL"
"NMRK","374","2017-12-15","2019-06-13","6","2018-02-09","2019-05-09"
"NMS","1175","2014-10-08","2019-06-10","0","NULL","NULL"
"NMT","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NMY","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NMZ","3913","2003-11-20","2019-06-10","0","NULL","NULL"
"NNA","2751","2008-07-07","2019-06-10","36","2010-08-19","2019-05-13"
"NNBR","5396","1998-01-02","2019-06-13","41","2009-05-06","2019-05-09"
"NNC","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NNDM","864","2016-01-07","2019-06-13","13","2016-05-18","2019-05-15"
"NNI","3898","2003-12-12","2019-06-10","41","2009-05-11","2019-05-08"
"NNN","5393","1998-01-02","2019-06-10","41","2009-05-05","2019-05-01"
"NNVC","3424","2005-10-26","2019-06-05","29","2011-10-13","2019-02-19"
"NNY","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NOA","3156","2006-11-22","2019-06-10","41","2009-06-09","2019-04-30"
"NOAH","2158","2010-11-10","2019-06-10","34","2011-02-24","2019-05-16"
"NOC","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-04-24"
"NODK","565","2017-03-16","2019-06-13","7","2017-05-12","2018-11-13"
"NOG","3058","2007-04-13","2019-06-05","40","2009-05-11","2019-05-09"
"NOK","5393","1998-01-02","2019-06-10","40","2009-07-16","2019-04-25"
"NOM","5392","1998-01-02","2019-06-10","0","NULL","NULL"
"NOMD","864","2016-01-04","2019-06-10","11","2016-11-29","2019-05-09"
"NOV","5393","1998-01-02","2019-06-10","40","2009-07-28","2019-04-25"
"NOVN","686","2016-09-21","2019-06-13","12","2016-11-14","2019-05-15"
"NOVT","867","2016-01-04","2019-06-13","22","2014-03-11","2019-05-07"
"NOW","1746","2012-06-29","2019-06-10","28","2012-08-01","2019-04-24"
"NP","3664","2004-11-17","2019-06-10","41","2009-05-11","2019-05-02"
"NPK","5393","1998-01-02","2019-06-10","32","2010-04-30","2018-10-26"
"NPN","2547","2009-04-28","2019-06-10","0","NULL","NULL"
"NPO","4290","2002-05-24","2019-06-10","40","2009-08-04","2019-05-01"
"NPTN","2101","2011-02-02","2019-06-10","34","2011-03-03","2019-05-09"
"NPV","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NQ","1726","2011-05-05","2018-03-21","0","NULL","NULL"
"NQP","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NR","5393","1998-01-02","2019-06-10","40","2009-07-30","2019-04-25"
"NRC","1521","2013-05-23","2019-06-07","17","2014-02-11","2019-05-07"
"NRCG","466","2017-08-01","2019-06-07","1","2019-05-07","2019-05-07"
"NRCIA","1238","2013-05-23","2018-04-27","0","NULL","NULL"
"NRCIB","4609","2000-01-03","2018-04-27","0","NULL","NULL"
"NRE","906","2015-11-02","2019-06-10","14","2016-03-22","2019-05-08"
"NRG","3906","2003-12-02","2019-06-10","40","2009-07-30","2019-05-02"
"NRGX","90","2019-01-30","2019-06-07","0","NULL","NULL"
"NRIM","5396","1998-01-02","2019-06-13","40","2009-07-22","2019-04-29"
"NRK","4127","2003-01-16","2019-06-10","0","NULL","NULL"
"NRO","3926","2003-10-29","2019-06-05","0","NULL","NULL"
"NRP","4193","2002-10-11","2019-06-10","41","2009-05-06","2019-05-08"
"NRT","5393","1998-01-02","2019-06-10","39","2009-05-15","2018-11-15"
"NRZ","1537","2013-05-02","2019-06-10","24","2013-08-07","2019-05-01"
"NS","4569","2001-04-10","2019-06-10","41","2009-08-03","2019-05-10"
"NSA","1040","2015-04-23","2019-06-10","17","2015-06-04","2019-05-02"
"NSC","5393","1998-01-02","2019-06-10","40","2009-07-28","2019-04-24"
"NSEC","5393","1998-01-02","2019-06-13","39","2009-05-14","2018-11-13"
"NSH","3028","2006-07-14","2019-02-26","0","NULL","NULL"
"NSIT","5396","1998-01-02","2019-06-13","41","2009-05-12","2019-05-01"
"NSL","4935","1999-10-27","2019-06-10","0","NULL","NULL"
"NSM","1602","2012-03-08","2018-07-19","0","NULL","NULL"
"NSP","5393","1998-01-02","2019-06-10","33","2011-05-02","2019-04-29"
"NSPR","2050","2011-04-12","2019-06-05","25","2013-02-04","2019-05-13"
"NSS","1602","2013-01-29","2019-06-10","0","NULL","NULL"
"NSSC","5396","1998-01-02","2019-06-13","41","2009-05-11","2019-05-06"
"NSTG","1502","2013-06-26","2019-06-13","24","2013-08-06","2019-05-09"
"NSU","4079","2002-12-19","2019-03-07","34","2009-08-14","2018-10-25"
"NSYS","5396","1998-01-02","2019-06-13","39","2009-05-12","2018-11-14"
"NTAP","5396","1998-01-02","2019-06-13","41","2009-05-20","2019-05-22"
"NTB","686","2016-09-16","2019-06-10","11","2016-10-25","2019-04-25"
"NTC","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NTCT","4991","1999-08-12","2019-06-13","40","2009-07-23","2019-05-02"
"NTEC","972","2015-08-04","2019-06-13","13","2015-08-31","2019-05-07"
"NTES","4767","2000-06-30","2019-06-13","41","2009-05-20","2019-05-15"
"NTEST","557","2016-09-19","2019-06-10","0","NULL","NULL"
"NTG","2231","2010-07-29","2019-06-10","0","NULL","NULL"
"NTGN","238","2018-06-27","2019-06-07","4","2019-02-18","2019-05-13"
"NTGR","3995","2003-07-31","2019-06-13","40","2009-07-22","2019-04-24"
"NTIC","5396","1998-01-02","2019-06-13","39","2009-07-09","2019-01-08"
"NTIP","4831","2000-01-03","2019-06-05","21","2013-11-14","2018-11-14"
"NTLA","781","2016-05-06","2019-06-13","12","2016-08-04","2019-05-02"
"NTN","5390","1998-01-02","2019-06-05","41","2009-05-14","2019-05-13"
"NTNX","679","2016-09-30","2019-06-13","11","2016-11-29","2019-05-30"
"NTP","5393","1998-01-02","2019-06-10","20","2014-04-28","2019-01-28"
"NTR","361","2018-01-02","2019-06-10","5","2018-05-07","2019-05-09"
"NTRA","994","2015-07-02","2019-06-13","16","2015-08-12","2019-05-09"
"NTRI","4766","2000-03-30","2019-06-13","39","2009-07-29","2019-02-19"
"NTRP","1433","2013-10-02","2019-06-13","17","2014-08-14","2019-05-09"
"NTRS","5396","1998-01-02","2019-06-13","40","2009-07-22","2019-04-23"
"NTRSP","1226","2014-07-31","2019-06-13","0","NULL","NULL"
"NTWK","5212","1998-09-25","2019-06-13","39","2009-05-12","2018-11-13"
"NTX","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NTZ","5393","1998-01-02","2019-06-10","33","2009-05-28","2018-11-30"
"NUAN","5396","1998-01-02","2019-06-13","41","2009-05-11","2019-05-08"
"NUE","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-04-23"
"NUM","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NUO","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NURO","4640","2001-01-02","2019-06-13","40","2009-05-06","2019-04-25"
"NUROW","803","2015-05-27","2019-06-13","0","NULL","NULL"
"NUS","5393","1998-01-02","2019-06-10","40","2009-07-29","2019-04-30"
"NUV","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NUVA","3797","2004-05-13","2019-06-13","40","2009-07-23","2019-05-01"
"NUW","2590","2009-02-25","2019-06-10","0","NULL","NULL"
"NVAX","5396","1998-01-02","2019-06-13","41","2009-05-08","2019-05-02"
"NVCN","3111","2007-02-05","2019-06-13","21","2014-05-22","2019-05-09"
"NVCR","930","2015-10-02","2019-06-13","15","2015-10-26","2019-05-02"
"NVDA","5131","1999-01-22","2019-06-13","42","2009-05-07","2019-05-16"
"NVEC","5396","1998-01-02","2019-06-13","40","2009-05-06","2019-01-23"
"NVEE","1436","2013-09-30","2019-06-13","23","2013-11-12","2019-05-08"
"NVFY","1926","2011-10-17","2019-06-13","19","2014-03-31","2018-11-09"
"NVG","4214","2002-09-12","2019-06-10","0","NULL","NULL"
"NVGS","3126","2007-01-09","2019-06-10","23","2014-03-17","2019-05-13"
"NVIV","2169","2010-10-29","2019-06-13","30","2011-11-15","2019-04-01"
"NVLN","5396","1998-01-02","2019-06-13","21","2014-02-28","2019-05-07"
"NVMI","4823","2000-04-11","2019-06-13","41","2009-05-06","2019-05-01"
"NVMM","450","2017-08-29","2019-06-13","1","2018-11-13","2018-11-13"
"NVO","5393","1998-01-02","2019-06-10","39","2009-10-29","2019-05-03"
"NVR","5393","1998-01-02","2019-06-10","40","2009-07-22","2019-04-22"
"NVRO","1154","2014-11-06","2019-06-10","19","2014-12-02","2019-05-09"
"NVS","5393","1998-01-02","2019-06-10","38","2009-10-22","2019-04-24"
"NVT","278","2018-05-01","2019-06-07","2","2019-01-31","2019-04-25"
"NVTA","1088","2015-02-12","2019-06-10","18","2015-03-10","2019-05-07"
"NVTR","819","2016-03-14","2019-06-13","13","2016-05-11","2019-05-01"
"NVUS","1193","2014-09-17","2019-06-13","17","2014-11-10","2019-05-14"
"NWBI","5396","1998-01-02","2019-06-13","38","2010-01-26","2019-04-17"
"NWE","2881","2007-12-28","2019-06-10","40","2009-07-29","2019-04-23"
"NWFL","5355","1998-03-04","2019-06-13","33","2010-01-25","2019-01-24"
"NWHM","1348","2014-01-31","2019-06-10","20","2014-05-07","2019-05-03"
"NWL","5393","1998-01-02","2019-06-10","40","2009-07-30","2019-05-03"
"NWLI","5396","1998-01-02","2019-06-13","39","2009-05-08","2018-11-07"
"NWN","5393","1998-01-02","2019-06-10","41","2009-08-04","2019-05-07"
"NWPX","5396","1998-01-02","2019-06-13","36","2009-07-29","2019-05-08"
"NWS","1507","2013-06-19","2019-06-13","21","2013-11-11","2018-11-07"
"NWSA","1507","2013-06-19","2019-06-13","24","2013-09-20","2019-05-09"
"NWY","3482","2004-10-07","2018-08-06","0","NULL","NULL"
"NX","5393","1998-01-02","2019-06-10","41","2009-05-28","2019-06-04"
"NXC","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NXE","860","2016-01-04","2019-06-05","4","2017-08-11","2018-11-06"
"NXEO","1115","2014-09-24","2019-02-28","9","2016-12-08","2019-02-06"
"NXEOU","1178","2014-06-06","2019-02-28","0","NULL","NULL"
"NXEOW","1059","2014-09-25","2019-06-13","0","NULL","NULL"
"NXGN","4635","2001-01-02","2019-06-07","17","2014-01-23","2018-01-25"
"NXJ","4214","2002-09-12","2019-06-10","0","NULL","NULL"
"NXN","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NXP","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NXPI","2228","2010-08-06","2019-06-13","36","2010-11-02","2019-04-30"
"NXQ","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NXR","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NXRT","1064","2015-03-19","2019-06-10","16","2015-08-11","2019-04-30"
"NXST","3913","2003-11-25","2019-06-13","41","2009-05-15","2019-05-08"
"NXTD","1465","2013-08-19","2019-06-13","16","2015-05-14","2019-05-15"
"NXTDW","1154","2014-09-24","2019-06-13","0","NULL","NULL"
"NXTM","3351","2005-10-27","2019-02-21","41","2009-05-08","2019-02-22"
"NYCB","5393","1998-01-02","2019-06-10","26","2013-01-30","2019-04-30"
"NYH","4010","2002-11-26","2018-12-14","0","NULL","NULL"
"NYLD","842","2015-05-15","2019-02-26","0","NULL","NULL"
"NYMT","3748","2004-07-26","2019-06-13","41","2009-05-07","2019-05-06"
"NYMTN","423","2017-10-06","2019-06-13","0","NULL","NULL"
"NYMTO","1036","2015-05-04","2019-06-13","0","NULL","NULL"
"NYMTP","1518","2013-06-04","2019-06-13","0","NULL","NULL"
"NYMX","5395","1998-01-02","2019-06-12","39","2009-05-15","2018-11-13"
"NYNY","5396","1998-01-02","2019-06-13","33","2009-08-17","2018-11-07"
"NYRT","1046","2014-04-15","2018-06-08","0","NULL","NULL"
"NYT","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-05-08"
"NYV","2547","2009-04-28","2019-06-10","0","NULL","NULL"
"NZF","4451","2001-10-03","2019-06-10","0","NULL","NULL"
"O","5393","1998-01-02","2019-06-10","40","2009-07-29","2019-05-01"
"OA","4638","2000-01-03","2018-07-18","0","NULL","NULL"
"OACQ","792","2015-01-08","2019-06-12","0","NULL","NULL"
"OACQR","781","2015-01-07","2019-06-13","0","NULL","NULL"
"OACQU","713","2014-12-12","2019-06-13","0","NULL","NULL"
"OACQW","787","2015-01-07","2019-06-12","0","NULL","NULL"
"OAK","1801","2012-04-12","2019-06-10","29","2012-05-10","2019-04-25"
"OAKS","1307","2013-03-22","2018-07-18","0","NULL","NULL"
"OAS","2260","2010-06-17","2019-06-10","36","2010-08-11","2019-05-07"
"OASM","912","2015-10-23","2019-06-12","13","2015-12-03","2018-11-30"
"OBAS","5073","1999-04-07","2019-06-13","39","2009-05-12","2018-11-29"
"OBCI","5396","1998-01-02","2019-06-13","38","2009-05-13","2018-11-14"
"OBE","3413","2005-11-15","2019-06-10","22","2014-03-07","2019-05-10"
"OBLN","675","2016-10-06","2019-06-13","11","2016-11-11","2019-05-10"
"OBNK","273","2018-05-08","2019-06-07","1","2019-04-24","2019-04-24"
"OBSV","599","2017-01-26","2019-06-13","9","2017-05-18","2019-05-09"
"OC","3171","2006-11-01","2019-06-10","40","2009-08-05","2019-04-24"
"OCC","5396","1998-01-02","2019-06-13","31","2011-06-14","2018-12-19"
"OCCI","168","2018-10-05","2019-06-07","0","NULL","NULL"
"OCCIP","56","2019-03-20","2019-06-07","0","NULL","NULL"
"OCFC","5396","1998-01-02","2019-06-13","40","2009-07-23","2019-04-25"
"OCIP","1205","2013-10-04","2019-02-26","0","NULL","NULL"
"OCLR","4609","2000-04-11","2018-08-06","0","NULL","NULL"
"OCN","5393","1998-01-02","2019-06-10","41","2009-05-07","2019-05-07"
"OCSI","1490","2013-07-12","2019-06-12","22","2014-02-13","2019-05-08"
"OCSL","2770","2008-06-12","2019-06-13","22","2014-02-06","2019-05-08"
"OCSLL","1559","2013-04-05","2019-06-13","0","NULL","NULL"
"OCUL","1230","2014-07-25","2019-06-13","20","2014-08-28","2019-05-10"
"OCX","861","2016-01-04","2019-06-05","14","2016-03-30","2019-05-14"
"ODC","5393","1998-01-02","2019-06-10","39","2009-06-05","2018-12-07"
"ODFL","5396","1998-01-02","2019-06-13","40","2009-07-22","2019-04-25"
"ODP","5396","1998-01-02","2019-06-13","40","2009-07-28","2019-05-08"
"ODT","380","2017-12-07","2019-06-13","6","2018-05-03","2019-04-25"
"OEC","1227","2014-07-25","2019-06-10","20","2014-09-04","2019-05-02"
"OESX","2890","2007-12-19","2019-06-13","41","2009-05-14","2019-06-04"
"OFC","5393","1998-01-02","2019-06-10","40","2009-07-29","2019-04-30"
"OFED","2116","2011-01-14","2019-06-13","25","2012-05-15","2018-11-09"
"OFG","5393","1998-01-02","2019-06-10","40","2009-07-21","2019-04-18"
"OFIX","5396","1998-01-02","2019-06-13","38","2009-05-06","2019-02-25"
"OFLX","3491","2005-08-01","2019-06-13","38","2009-07-22","2018-10-18"
"OFS","1659","2012-11-08","2019-06-13","25","2013-05-08","2019-05-03"
"OFSSL","284","2018-04-20","2019-06-07","0","NULL","NULL"
"OFSSZ","151","2018-10-25","2019-06-06","0","NULL","NULL"
"OGE","5393","1998-01-02","2019-06-10","41","2009-05-06","2019-05-02"
"OGEN","3846","2004-02-25","2019-06-05","26","2013-03-22","2019-05-13"
"OGS","1358","2014-01-16","2019-06-10","21","2014-05-05","2019-04-29"
"OHAI","3672","2004-11-10","2019-06-13","17","2014-11-06","2018-11-14"
"OHGI","5396","1998-01-02","2019-06-13","20","2013-08-14","2018-11-16"
"OHI","5393","1998-01-02","2019-06-10","41","2009-05-07","2019-05-07"
"OHRP","3052","2007-05-01","2019-06-13","16","2014-12-22","2018-08-14"
"OI","5393","1998-01-02","2019-06-10","40","2009-07-29","2019-05-01"
"OIA","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"OII","5393","1998-01-02","2019-06-10","40","2009-07-29","2019-04-29"
"OIIM","4724","2000-08-31","2019-06-13","40","2009-07-29","2019-05-01"
"OIS","4610","2001-02-09","2019-06-10","41","2009-05-07","2019-04-24"
"OKDCC","371","2017-11-29","2019-06-12","0","NULL","NULL"
"OKE","5393","1998-01-02","2019-06-10","40","2009-08-04","2019-04-30"
"OKTA","549","2017-04-07","2019-06-13","9","2017-06-07","2019-05-30"
"OLBK","3962","2003-09-17","2019-06-13","40","2009-05-04","2019-04-24"
"OLD","758","2016-06-09","2019-06-13","0","NULL","NULL"
"OLED","5396","1998-01-02","2019-06-13","24","2013-08-08","2019-05-02"
"OLLI","985","2015-07-16","2019-06-13","16","2015-09-09","2019-06-06"
"OLN","5393","1998-01-02","2019-06-10","40","2009-07-27","2019-04-30"
"OLP","5393","1998-01-02","2019-06-10","38","2009-05-06","2018-11-08"
"OMAA","424","2016-08-19","2018-04-26","0","NULL","NULL"
"OMAB","3155","2006-11-29","2019-06-13","39","2009-07-23","2019-04-29"
"OMAD","311","2018-03-05","2019-05-31","0","NULL","NULL"
"OMAM","871","2014-10-09","2018-03-26","0","NULL","NULL"
"OMC","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-04-16"
"OMCL","4488","2001-08-09","2019-06-13","40","2009-07-23","2019-04-25"
"OMED","1452","2013-07-18","2019-06-13","22","2013-11-12","2019-03-07"
"OMER","2436","2009-10-08","2019-06-13","39","2009-11-19","2019-05-09"
"OMEX","4939","1999-10-26","2019-06-13","39","2009-05-08","2018-11-13"
"OMF","888","2015-11-27","2019-06-10","22","2014-03-11","2019-04-29"
"OMI","5393","1998-01-02","2019-06-10","40","2009-07-27","2019-05-07"
"OMN","4957","1999-09-27","2019-06-10","40","2009-06-23","2019-03-27"
"OMNT","872","2015-12-03","2019-05-24","5","2016-05-23","2017-11-28"
"OMP","431","2017-09-21","2019-06-10","7","2017-11-07","2019-05-07"
"ON","4809","2000-05-02","2019-06-13","17","2015-05-03","2019-04-29"
"ONB","5396","1998-01-02","2019-06-13","40","2009-07-27","2019-04-22"
"ONCE","1100","2015-01-30","2019-06-13","17","2015-05-06","2019-05-10"
"ONCS","2064","2011-03-31","2019-06-13","21","2012-10-15","2019-03-08"
"ONCY","257","2018-05-31","2019-06-07","10","2014-03-13","2019-05-03"
"ONDK","1126","2014-12-17","2019-06-10","18","2015-02-23","2019-05-02"
"ONE","1845","2010-06-16","2019-06-07","12","2014-02-13","2019-04-30"
"ONEQ","3952","2003-10-01","2019-06-13","0","NULL","NULL"
"ONP","2728","2007-10-01","2018-07-31","0","NULL","NULL"
"ONS","529","2016-06-14","2018-07-19","0","NULL","NULL"
"ONSIW","658","2016-06-20","2019-05-17","0","NULL","NULL"
"ONSIZ","481","2016-06-20","2018-06-07","0","NULL","NULL"
"ONTX","4640","2001-01-02","2019-06-13","23","2013-11-12","2019-05-14"
"ONTXW","403","2016-08-03","2019-06-13","0","NULL","NULL"
"ONVO","1844","2012-02-14","2019-06-13","26","2012-11-16","2019-06-03"
"OOMA","981","2015-07-17","2019-06-10","16","2015-09-02","2019-05-21"
"OPB","1299","2014-04-16","2019-06-13","21","2014-04-28","2019-04-29"
"OPBK","3493","2005-07-22","2019-06-07","1","2019-04-26","2019-04-26"
"OPES","293","2018-03-26","2019-06-07","0","NULL","NULL"
"OPESU","301","2018-03-14","2019-06-07","0","NULL","NULL"
"OPESW","161","2018-03-26","2019-06-07","0","NULL","NULL"
"OPGN","1035","2015-05-05","2019-06-13","17","2015-06-17","2019-05-14"
"OPGNW","871","2015-05-05","2019-06-13","0","NULL","NULL"
"OPHC","4021","2003-06-23","2019-06-13","29","2009-07-17","2018-11-14"
"OPHT","1439","2013-09-25","2019-06-13","22","2013-11-13","2019-02-26"
"OPI","2520","2009-06-04","2019-06-07","18","2014-02-18","2019-05-03"
"OPINI","761","2016-05-31","2019-06-07","0","NULL","NULL"
"OPK","5396","1998-01-02","2019-06-13","29","2012-03-15","2019-05-07"
"OPNT","867","2016-01-04","2019-06-13","10","2016-10-31","2019-05-09"
"OPOF","5139","1999-01-11","2019-06-13","36","2009-10-20","2019-01-31"
"OPP","678","2016-09-28","2019-06-10","0","NULL","NULL"
"OPRA","217","2018-07-27","2019-06-07","0","NULL","NULL"
"OPRX","3432","1998-01-14","2019-06-07","18","2014-03-31","2019-05-08"
"OPTN","418","2017-10-13","2019-06-13","7","2017-11-27","2019-05-09"
"OPTT","3056","2007-04-25","2019-06-13","38","2009-09-09","2018-12-10"
"OPY","5393","1998-01-02","2019-06-10","39","2009-07-30","2019-02-01"
"OR","864","2016-01-04","2019-06-10","11","2016-08-04","2019-02-20"
"ORA","3668","2004-11-11","2019-06-10","41","2009-05-11","2019-05-06"
"ORAN","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"ORBC","3171","2006-11-06","2019-06-13","41","2009-05-11","2019-05-01"
"ORBK","5317","1998-01-02","2019-02-20","41","2009-05-04","2019-02-27"
"ORC","1590","2013-02-14","2019-06-10","24","2013-08-01","2019-04-25"
"ORCL","5393","1998-01-02","2019-06-10","41","2009-06-23","2019-06-19"
"OREX","2759","2007-04-26","2019-02-28","0","NULL","NULL"
"ORG","758","2016-06-09","2019-06-13","0","NULL","NULL"
"ORGO","601","2017-01-05","2019-06-07","1","2019-05-10","2019-05-10"
"ORGS","1961","2010-07-28","2019-06-07","0","NULL","NULL"
"ORI","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-04-25"
"ORIG","1732","2011-09-19","2018-08-06","0","NULL","NULL"
"ORIT","3119","2007-01-24","2019-06-13","40","2009-07-31","2019-04-22"
"ORLY","5396","1998-01-02","2019-06-13","40","2009-07-29","2019-04-24"
"ORM","1462","2013-07-01","2019-04-23","21","2013-11-14","2018-11-07"
"ORMP","3309","2006-04-21","2019-06-13","16","2015-04-02","2019-04-10"
"ORN","2886","2007-12-20","2019-06-10","40","2009-08-06","2019-05-09"
"ORPN","1226","2014-07-31","2019-06-13","15","2014-08-29","2018-04-23"
"ORRF","5054","1999-05-13","2019-06-13","40","2009-10-29","2019-04-24"
"ORTX","150","2018-10-31","2019-06-07","1","2019-05-28","2019-05-28"
"OSB","864","2016-01-04","2019-06-10","13","2016-04-29","2019-05-02"
"OSBC","5396","1998-01-02","2019-06-13","39","2009-10-23","2019-04-24"
"OSBCP","4015","2003-06-30","2019-06-13","0","NULL","NULL"
"OSG","886","2015-12-01","2019-06-10","12","2016-03-01","2018-11-09"
